,params,rank_test_accuracy,mean_test_accuracy,rank_test_balanced_accuracy,mean_test_balanced_accuracy,rank_test_f1,mean_test_f1,rank_test_roc_auc,mean_test_roc_auc,rank_test_f1_weighted,mean_test_f1_weighted,rank_test_precision,mean_test_precision,rank_test_recall,mean_test_recall
10,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",94,0.5854385475828223,97,0.5843025036243995,61,0.6278138537595309,61,0.5943425661473662,112,0.5804892009801795,115,0.5746206547393806,19,0.6919225319021992
11,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",94,0.5854385475828223,97,0.5843025036243995,61,0.6278138537595309,61,0.5943425661473662,112,0.5804892009801795,115,0.5746206547393806,19,0.6919225319021992
12,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",64,0.5864109824322664,67,0.5852717009130946,40,0.628599612065383,76,0.5925569939112048,70,0.5815022130808105,94,0.5754396591681135,10,0.6926270455768733
13,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",64,0.5864109824322664,67,0.5852717009130946,40,0.628599612065383,76,0.5925569939112048,70,0.5815022130808105,94,0.5754396591681135,10,0.6926270455768733
14,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",64,0.5864109824322664,67,0.5852717009130946,40,0.628599612065383,76,0.5925569939112048,70,0.5815022130808105,94,0.5754396591681135,10,0.6926270455768733
15,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",85,0.585835491105882,85,0.5846851859268544,49,0.6280918975584927,112,0.5915081601054698,103,0.5808895830250687,112,0.5749178349386711,13,0.6921933127526372
16,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",85,0.585835491105882,85,0.5846851859268544,49,0.6280918975584927,112,0.5915081601054698,103,0.5808895830250687,112,0.5749178349386711,13,0.6921933127526372
17,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",85,0.585835491105882,85,0.5846851859268544,49,0.6280918975584927,112,0.5915081601054698,103,0.5808895830250687,112,0.5749178349386711,13,0.6921933127526372
18,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",73,0.5860934709267711,70,0.5849896819450126,67,0.6274162349028605,82,0.592446542466397,76,0.5814246142399833,88,0.5755223936157139,31,0.6896525633823885
19,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",73,0.5860934709267711,70,0.5849896819450126,67,0.6274162349028605,82,0.592446542466397,76,0.5814246142399833,88,0.5755223936157139,31,0.6896525633823885
20,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",73,0.5860934709267711,70,0.5849896819450126,67,0.6274162349028605,82,0.592446542466397,76,0.5814246142399833,88,0.5755223936157139,31,0.6896525633823885
21,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",67,0.5864109627445607,64,0.5852985890353806,55,0.6280584760406421,79,0.5925156359520699,67,0.5816320970847524,82,0.5756447765895212,28,0.6910688157943976
22,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",67,0.5864109627445607,64,0.5852985890353806,55,0.6280584760406421,79,0.5925156359520699,67,0.5816320970847524,82,0.5756447765895212,28,0.6910688157943976
23,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",67,0.5864109627445607,64,0.5852985890353806,55,0.6280584760406421,79,0.5925156359520699,67,0.5816320970847524,82,0.5756447765895212,28,0.6910688157943976
24,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",76,0.5860339392421651,82,0.5848817091946878,43,0.6285661534257125,73,0.5927169186343895,94,0.5810323368957698,106,0.5750096163785414,4,0.6931732534078402
25,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",76,0.5860339392421651,82,0.5848817091946878,43,0.6285661534257125,73,0.5927169186343895,94,0.5810323368957698,106,0.5750096163785414,4,0.6931732534078402
26,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",76,0.5860339392421651,82,0.5848817091946878,43,0.6285661534257125,73,0.5927169186343895,94,0.5810323368957698,106,0.5750096163785414,4,0.6931732534078402
27,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",88,0.5856171465741817,88,0.5845027542796215,73,0.626957247405243,85,0.5924050245794066,100,0.5809221354604446,100,0.5751686150426393,34,0.6890892279840116
28,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",88,0.5856171465741817,88,0.5845027542796215,73,0.626957247405243,85,0.5924050245794066,100,0.5809221354604446,100,0.5751686150426393,34,0.6890892279840116
29,"{'clf__activation': 'identity', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",88,0.5856171465741817,88,0.5845027542796215,73,0.626957247405243,85,0.5924050245794066,100,0.5809221354604446,100,0.5751686150426393,34,0.6890892279840116
30,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",115,0.5846051236860424,115,0.5835916264748565,103,0.6231119316479801,64,0.5929614898463285,109,0.5806667017178241,97,0.5753944152760918,76,0.6795209219336233
31,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",115,0.5846051236860424,115,0.5835916264748565,103,0.6231119316479801,64,0.5929614898463285,109,0.5806667017178241,97,0.5753944152760918,76,0.6795209219336233
32,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",115,0.5846051236860424,115,0.5835916264748565,103,0.6231119316479801,64,0.5929614898463285,109,0.5806667017178241,97,0.5753944152760918,76,0.6795209219336233
33,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",118,0.5839701124876756,118,0.5830056950708908,112,0.6208590248819328,91,0.5921773144583082,115,0.580410530850651,91,0.5754921979236081,82,0.6740598841227942
34,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",118,0.5839701124876756,118,0.5830056950708908,112,0.6208590248819328,91,0.5921773144583082,115,0.580410530850651,91,0.5754921979236081,82,0.6740598841227942
35,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",118,0.5839701124876756,118,0.5830056950708908,112,0.6208590248819328,91,0.5921773144583082,115,0.580410530850651,91,0.5754921979236081,82,0.6740598841227942
36,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",106,0.5853195393391861,103,0.5842765405504128,94,0.624516469145602,88,0.5923485524234471,88,0.5812078022612364,79,0.5757014479553189,67,0.6824226984826371
37,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",106,0.5853195393391861,103,0.5842765405504128,94,0.624516469145602,88,0.5923485524234471,88,0.5812078022612364,79,0.5757014479553189,67,0.6824226984826371
38,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",106,0.5853195393391861,103,0.5842765405504128,94,0.624516469145602,88,0.5923485524234471,88,0.5812078022612364,79,0.5757014479553189,67,0.6824226984826371
39,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",103,0.5853195787145976,100,0.5842797050737746,97,0.624456684751935,70,0.5927514861164292,85,0.5812112128737053,76,0.5757015863173417,70,0.6823035508335795
40,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",103,0.5853195787145976,100,0.5842797050737746,97,0.624456684751935,70,0.5927514861164292,85,0.5812112128737053,76,0.5757015863173417,70,0.6823035508335795
41,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",103,0.5853195787145976,100,0.5842797050737746,97,0.624456684751935,70,0.5927514861164292,85,0.5812112128737053,76,0.5757015863173417,70,0.6823035508335795
42,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",109,0.585299729569674,106,0.5842511014558953,88,0.6248645615044983,97,0.5919638862540444,91,0.5810692090073518,85,0.5755526871824161,61,0.6835287845763213
43,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",109,0.585299729569674,106,0.5842511014558953,88,0.6248645615044983,97,0.5919638862540444,91,0.5810692090073518,85,0.5755526871824161,61,0.6835287845763213
44,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",109,0.585299729569674,106,0.5842511014558953,88,0.6248645615044983,97,0.5919638862540444,91,0.5810692090073518,85,0.5755526871824161,61,0.6835287845763213
45,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",100,0.585359174628375,94,0.5843444647311221,100,0.6240054263531432,100,0.5917795117361533,82,0.5813496634173054,64,0.5759183899249379,73,0.68097981808641
46,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",100,0.585359174628375,94,0.5843444647311221,100,0.6240054263531432,100,0.5917795117361533,82,0.5813496634173054,64,0.5759183899249379,73,0.68097981808641
47,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",100,0.585359174628375,94,0.5843444647311221,100,0.6240054263531432,100,0.5917795117361533,82,0.5813496634173054,64,0.5759183899249379,73,0.68097981808641
48,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",112,0.5851409560979912,112,0.5840611132953454,85,0.6254903247308257,109,0.5916718388180926,106,0.580737512154971,103,0.5751339195710262,52,0.685562509065767
49,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",112,0.5851409560979912,112,0.5840611132953454,85,0.6254903247308257,109,0.5916718388180926,106,0.580737512154971,103,0.5751339195710262,52,0.685562509065767
50,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",112,0.5851409560979912,112,0.5840611132953454,85,0.6254903247308257,109,0.5916718388180926,106,0.580737512154971,103,0.5751339195710262,52,0.685562509065767
51,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",79,0.5860140704095358,76,0.5849556617466627,82,0.6258118020733521,103,0.5917739401036177,61,0.5817363929193253,61,0.5759886156248257,58,0.6851374909423561
52,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",79,0.5860140704095358,76,0.5849556617466627,82,0.6258118020733521,103,0.5917739401036177,61,0.5817363929193253,61,0.5759886156248257,58,0.6851374909423561
53,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",79,0.5860140704095358,76,0.5849556617466627,82,0.6258118020733521,103,0.5917739401036177,61,0.5817363929193253,61,0.5759886156248257,58,0.6851374909423561
54,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",91,0.5854981147052987,91,0.5844379703393837,91,0.6247753273234642,106,0.5917248957883696,79,0.5813499428705768,70,0.575739543542623,64,0.682997141802469
55,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",91,0.5854981147052987,91,0.5844379703393837,91,0.6247753273234642,106,0.5917248957883696,79,0.5813499428705768,70,0.575739543542623,64,0.682997141802469
56,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (90,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",91,0.5854981147052987,91,0.5844379703393837,91,0.6247753273234642,106,0.5917248957883696,79,0.5813499428705768,70,0.575739543542623,64,0.682997141802469
57,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",82,0.5859744744957585,79,0.5849010451624375,76,0.6263808739305338,94,0.5920237912022245,73,0.5814961761607002,67,0.5757947240654779,43,0.6868713254746405
58,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",82,0.5859744744957585,79,0.5849010451624375,76,0.6263808739305338,94,0.5920237912022245,73,0.5814961761607002,67,0.5757947240654779,43,0.6868713254746405
59,"{'clf__activation': 'logistic', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",82,0.5859744744957585,79,0.5849010451624375,76,0.6263808739305338,94,0.5920237912022245,73,0.5814961761607002,67,0.5757947240654779,43,0.6868713254746405
60,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",52,0.593872189776883,52,0.5929837606237212,64,0.6276547455292709,52,0.6336808891189498,52,0.5908560812268794,55,0.5848109152648107,79,0.677392667584081
61,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",52,0.593872189776883,52,0.5929837606237212,64,0.6276547455292709,52,0.6336808891189498,52,0.5908560812268794,55,0.5848109152648107,79,0.677392667584081
62,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (10,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",52,0.593872189776883,52,0.5929837606237212,64,0.6276547455292709,52,0.6336808891189498,52,0.5908560812268794,55,0.5848109152648107,79,0.677392667584081
63,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",49,0.595221596940688,49,0.5947632844232815,115,0.6148301613011089,49,0.6378883483711306,49,0.5943399567268034,43,0.5922180846607865,115,0.6394020124658872
64,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",49,0.595221596940688,49,0.5947632844232815,115,0.6148301613011089,49,0.6378883483711306,49,0.5943399567268034,43,0.5922180846607865,115,0.6394020124658872
65,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (20,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",49,0.595221596940688,49,0.5947632844232815,115,0.6148301613011089,49,0.6378883483711306,49,0.5943399567268034,43,0.5922180846607865,115,0.6394020124658872
66,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",43,0.5989124708228202,43,0.5981493465745993,70,0.6272608138700131,43,0.6416073928997158,43,0.596854309084137,46,0.5912727044394187,103,0.6680311185627217
67,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",43,0.5989124708228202,43,0.5981493465745993,70,0.6272608138700131,43,0.6416073928997158,43,0.596854309084137,46,0.5912727044394187,103,0.6680311185627217
68,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (30,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",43,0.5989124708228202,43,0.5981493465745993,70,0.6272608138700131,43,0.6416073928997158,43,0.596854309084137,46,0.5912727044394187,103,0.6680311185627217
69,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",25,0.6051832807277835,25,0.6044773384273164,22,0.6328682121768822,22,0.6477973040576155,25,0.6032035835121842,25,0.5969883851684603,85,0.6734968253076179
70,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",25,0.6051832807277835,25,0.6044773384273164,22,0.6328682121768822,22,0.6477973040576155,25,0.6032035835121842,25,0.5969883851684603,85,0.6734968253076179
71,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (40,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",25,0.6051832807277835,25,0.6044773384273164,22,0.6328682121768822,22,0.6477973040576155,25,0.6032035835121842,25,0.5969883851684603,85,0.6734968253076179
72,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",34,0.6035561115363656,34,0.6028225698504592,31,0.6316977382818305,37,0.6451836935518204,34,0.6015246761038959,40,0.5953150008376334,88,0.6729207375546773
73,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",34,0.6035561115363656,34,0.6028225698504592,31,0.6316977382818305,37,0.6451836935518204,34,0.6015246761038959,40,0.5953150008376334,88,0.6729207375546773
74,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (50,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",34,0.6035561115363656,34,0.6028225698504592,31,0.6316977382818305,37,0.6451836935518204,34,0.6015246761038959,40,0.5953150008376334,88,0.6729207375546773
75,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",31,0.60478653014424,31,0.6041643854824373,34,0.6305930523390378,31,0.6466174318267173,28,0.6030768729794201,22,0.597692865786283,106,0.6675880398591645
76,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",31,0.60478653014424,31,0.6041643854824373,34,0.6305930523390378,31,0.6466174318267173,28,0.6030768729794201,22,0.597692865786283,106,0.6675880398591645
77,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (60,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",31,0.60478653014424,31,0.6041643854824373,34,0.6305930523390378,31,0.6466174318267173,28,0.6030768729794201,22,0.597692865786283,106,0.6675880398591645
78,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",40,0.6015717522373107,40,0.6009770208973306,79,0.6260410921485546,40,0.6439142691568759,40,0.6000732366532293,37,0.5954350754185184,109,0.6601936119481656
79,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",40,0.6015717522373107,40,0.6009770208973306,79,0.6260410921485546,40,0.6439142691568759,40,0.6000732366532293,37,0.5954350754185184,109,0.6601936119481656
80,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (70,), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': 0.0001}",40,0.6015717522373107,40,0.6009770208973306,79,0.6260410921485546,40,0.6439142691568759,40,0.6000732366532293,37,0.5954350754185184,109,0.6601936119481656
81,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': 0.0001}",28,0.604925344219847,28,0.6042233800798442,28,0.6322103245819694,34,0.646177857476401,31,0.6029663245475536,28,0.596867264608302,91,0.6722647519050773
82,"{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (80,), 'clf__learning_rate': 'invscaling', 'clf__learning_rate_init': 0.0001}",28,0.604925344219847,28,0.6042233800798442,28,0.6322103245819694,34,0.646177857476401,31,0.6029663245475536,28,0.596867264608302,91,0.6722647519050773
